TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,CODE_GENDER,FLAG_OWN_CAR,NAME_CONTRACT_TYPE
0,157500.0,168102.0,15844.5,148500.0,0.020246,-9119,-411,F,Y,Cash loans
0,135000.0,398016.0,26725.5,360000.0,0.014464,-11644,-1192,M,N,Cash loans
0,247500.0,675000.0,28728.0,675000.0,0.0088659999999999,-18434,-2483,F,Y,Cash loans
0,225000.0,315000.0,15750.0,315000.0,0.002042,-19491,365243,F,N,Revolving loans
0,157500.0,1035000.0,33385.5,1035000.0,0.008625,-10224,-1220,M,N,Cash loans
0,301500.0,2250000.0,83385.0,2250000.0,0.0145199999999999,-21536,365243,F,N,Cash loans
0,94500.0,314100.0,16164.0,225000.0,0.0060079999999999,-16617,-309,F,N,Cash loans
0,153000.0,270000.0,13500.0,270000.0,0.026392,-22921,-3770,F,N,Revolving loans
0,112500.0,490495.5,27387.0,454500.0,0.030755,-22771,365243,M,N,Cash loans
0,54000.0,183384.0,17995.5,162000.0,0.015221,-16768,-2623,F,N,Cash loans
0,202500.0,1350000.0,53541.0,1350000.0,0.010276,-15909,-1659,M,Y,Cash loans
0,180000.0,318528.0,25294.5,252000.0,0.0228,-14315,-4080,F,N,Cash loans
0,112500.0,545040.0,20677.5,450000.0,0.025164,-12608,-2947,F,N,Cash loans
0,202500.0,808650.0,24732.0,675000.0,0.072508,-19742,365243,M,Y,Cash loans
0,202500.0,923454.0,34056.0,661500.0,0.016612,-16345,-3386,M,N,Cash loans
0,45000.0,412942.5,32755.5,373500.0,0.020246,-11151,-2878,F,N,Cash loans
0,90000.0,215865.0,22117.5,202500.0,0.00712,-23738,365243,F,N,Cash loans
0,112500.0,337221.0,22536.0,337221.0,0.018209,-18878,-3453,F,N,Cash loans
0,180000.0,239850.0,25317.0,225000.0,0.030755,-19890,365243,M,Y,Cash loans
0,90000.0,101880.0,9922.5,90000.0,0.007305,-23417,365243,M,N,Cash loans
0,157500.0,679500.0,22585.5,679500.0,0.028663,-13675,-440,F,Y,Cash loans
0,90000.0,247500.0,12375.0,247500.0,0.0145199999999999,-15554,-767,F,N,Revolving loans
0,157500.0,700830.0,20488.5,585000.0,0.020246,-15882,-296,F,N,Cash loans
0,180000.0,352044.0,16542.0,247500.0,0.04622,-14767,-1170,M,N,Cash loans
0,157500.0,495216.0,26995.5,427500.0,0.0031219999999999,-13839,-722,F,N,Cash loans
0,256500.0,2290743.0,60556.5,2047500.0,0.00702,-14320,-1310,M,Y,Cash loans
0,135000.0,225000.0,15349.5,225000.0,0.026392,-9918,-1807,M,N,Cash loans
0,112500.0,225000.0,14377.5,225000.0,0.009175,-14087,-1890,F,N,Cash loans
0,126000.0,980005.5,31428.0,846000.0,0.009549,-20558,365243,F,N,Cash loans
0,103500.0,130810.5,10462.5,108000.0,0.0060079999999999,-10188,-947,F,N,Cash loans
0,90000.0,675000.0,21906.0,675000.0,0.005002,-15019,-3073,F,N,Cash loans
0,135000.0,270000.0,13500.0,270000.0,0.0196889999999999,-11454,-2699,F,Y,Revolving loans
0,157500.0,1227901.5,46899.0,1129500.0,0.009175,-12409,-3264,M,Y,Cash loans
0,315000.0,450000.0,36211.5,450000.0,0.010006,-15990,-1983,M,Y,Cash loans
0,76500.0,979992.0,31743.0,702000.0,0.020246,-12888,-4054,F,N,Cash loans
0,225000.0,533668.5,25803.0,477000.0,0.04622,-11954,-2426,M,N,Cash loans
0,418500.0,1435500.0,39474.0,1435500.0,0.009334,-11612,-416,M,N,Cash loans
0,135000.0,545040.0,25537.5,450000.0,0.0084739999999999,-12697,-5058,M,Y,Cash loans
0,189000.0,1493086.5,52029.0,1363500.0,0.010147,-14481,-1861,F,N,Cash loans
0,166500.0,225000.0,11250.0,225000.0,0.009334,-14160,-2171,M,Y,Revolving loans
0,90000.0,47970.0,5166.0,45000.0,0.01885,-17021,-164,M,Y,Cash loans
0,67500.0,675000.0,19867.5,675000.0,0.0145199999999999,-11471,-90,F,N,Cash loans
0,112500.0,263686.5,29880.0,238500.0,0.00963,-9098,-929,M,N,Cash loans
0,81000.0,521280.0,35392.5,450000.0,0.015221,-12526,-2174,F,Y,Cash loans
0,405000.0,1885536.0,103324.5,1800000.0,0.006629,-23284,365243,F,N,Cash loans
0,202500.0,193572.0,11241.0,171000.0,0.016612,-13275,-827,M,Y,Cash loans
0,135000.0,180000.0,9000.0,180000.0,0.005084,-13198,-739,M,N,Revolving loans
0,225000.0,585000.0,29250.0,585000.0,0.020713,-15479,-1224,M,N,Revolving loans
0,225000.0,650704.5,33354.0,517500.0,0.020713,-9180,-287,M,N,Cash loans
0,216000.0,675000.0,24043.5,675000.0,0.026392,-14793,-341,M,Y,Cash loans
0,148500.0,1183500.0,32674.5,1183500.0,0.028663,-17288,-3315,F,N,Cash loans
0,112500.0,127350.0,13509.0,112500.0,0.0088659999999999,-15437,-8178,M,N,Cash loans
0,202500.0,450000.0,22018.5,450000.0,0.0196889999999999,-12308,-344,M,Y,Cash loans
0,112500.0,112500.0,13482.0,112500.0,0.028663,-12390,-3586,F,N,Cash loans
0,135000.0,66222.0,7155.0,58500.0,0.011703,-14770,-884,M,N,Cash loans
0,81000.0,225000.0,11250.0,225000.0,0.028663,-20786,365243,F,N,Revolving loans
0,270000.0,247675.5,17235.0,229500.0,0.030755,-21655,365243,F,N,Cash loans
0,135000.0,622413.0,31909.5,495000.0,0.007305,-8908,-1129,F,N,Cash loans
0,450000.0,225000.0,11250.0,225000.0,0.072508,-12844,-3274,M,Y,Revolving loans
0,193500.0,405000.0,20250.0,405000.0,0.031329,-14486,-752,F,Y,Revolving loans
0,153000.0,724581.0,30591.0,625500.0,0.022625,-8336,-591,M,N,Cash loans
0,90000.0,284400.0,16456.5,225000.0,0.025164,-24247,365243,F,N,Cash loans
0,225000.0,1324440.0,47700.0,1170000.0,0.019101,-12977,-2633,F,N,Cash loans
0,90000.0,675000.0,19737.0,675000.0,0.025164,-19761,-3200,F,N,Cash loans
0,45000.0,481495.5,32436.0,454500.0,0.030755,-22528,365243,F,N,Cash loans
0,225000.0,697500.0,32449.5,697500.0,0.04622,-14171,-5723,F,Y,Cash loans
0,135000.0,646920.0,20997.0,540000.0,0.025164,-17858,-5585,F,N,Cash loans
0,202500.0,584766.0,29988.0,472500.0,0.00496,-12226,-2187,M,Y,Cash loans
0,257850.0,679500.0,19867.5,679500.0,0.072508,-10584,-468,F,Y,Cash loans
0,225000.0,450000.0,30204.0,450000.0,0.026392,-15111,-1561,F,N,Cash loans
0,135000.0,225000.0,26703.0,225000.0,0.018209,-10871,-123,M,N,Cash loans
0,225000.0,239850.0,27189.0,225000.0,0.016612,-15254,-1601,M,N,Cash loans
0,67500.0,180000.0,9000.0,180000.0,0.015221,-10217,-1171,F,Y,Revolving loans
0,270000.0,517500.0,41017.5,517500.0,0.026392,-17388,-404,M,Y,Cash loans
0,202500.0,900000.0,45000.0,900000.0,0.031329,-14581,-1337,F,Y,Revolving loans
0,144000.0,1339884.0,39307.5,1170000.0,0.015221,-11827,-2507,F,N,Cash loans
0,135000.0,755190.0,32125.5,675000.0,0.00712,-14303,-7132,F,N,Cash loans
0,58500.0,157500.0,7875.0,202500.0,0.02461,-16171,-9597,F,N,Revolving loans
0,360000.0,582723.0,66033.0,553500.0,0.019101,-13017,-501,M,Y,Cash loans
0,90000.0,225000.0,10822.5,225000.0,0.018029,-11508,-1170,F,N,Cash loans
0,189000.0,900000.0,57519.0,900000.0,0.016612,-13343,-264,F,N,Cash loans
0,450000.0,855000.0,42750.0,855000.0,0.072508,-13121,-4611,M,N,Revolving loans
0,157500.0,270000.0,13500.0,270000.0,0.0088659999999999,-13718,-677,F,Y,Revolving loans
0,180000.0,456502.5,29956.5,423000.0,0.031329,-13861,-329,M,N,Cash loans
0,315000.0,1506816.0,49927.5,1350000.0,0.04622,-13476,-87,M,Y,Cash loans
0,315000.0,1096020.0,56092.5,900000.0,0.04622,-18398,-667,F,N,Cash loans
0,112500.0,260640.0,31059.0,225000.0,0.007114,-12814,-2241,F,N,Cash loans
0,54000.0,454500.0,20020.5,454500.0,0.025164,-18839,-2370,F,N,Cash loans
0,135000.0,781920.0,33259.5,675000.0,0.04622,-18941,-90,F,N,Cash loans
0,157500.0,640080.0,20227.5,450000.0,0.01885,-16660,-1831,F,N,Cash loans
0,225000.0,573408.0,20596.5,495000.0,0.02461,-23473,365243,F,N,Cash loans
0,315000.0,1350000.0,39604.5,1350000.0,0.018209,-15802,-1706,M,N,Cash loans
0,112500.0,315000.0,15750.0,315000.0,0.02461,-17978,-6222,F,N,Revolving loans
0,337500.0,670500.0,48919.5,670500.0,0.026392,-9251,-953,F,Y,Cash loans
0,202500.0,360000.0,23004.0,360000.0,0.028663,-20112,-3340,F,Y,Cash loans
0,315000.0,1649646.0,45495.0,1377000.0,0.0116569999999999,-20171,365243,F,Y,Cash loans
0,360000.0,270000.0,13500.0,270000.0,0.0116569999999999,-19117,-2442,M,N,Revolving loans
0,270000.0,810000.0,23814.0,810000.0,0.010006,-12385,-4475,M,Y,Cash loans
0,135000.0,343800.0,11304.0,225000.0,0.009334,-15653,-288,F,N,Cash loans
0,157500.0,848745.0,36090.0,675000.0,0.006207,-17309,-10147,F,N,Cash loans
0,112500.0,247500.0,13554.0,247500.0,0.026392,-8707,-985,M,Y,Cash loans
0,270000.0,808650.0,31333.5,675000.0,0.01885,-17416,-918,M,Y,Cash loans
0,225000.0,781920.0,23836.5,675000.0,0.072508,-19024,365243,F,N,Cash loans
0,112500.0,675000.0,19867.5,675000.0,0.019101,-18824,-3055,F,Y,Cash loans
0,67500.0,685012.5,33084.0,553500.0,0.002134,-12041,-3042,F,N,Cash loans
0,112500.0,270000.0,13500.0,270000.0,0.028663,-16085,-852,M,N,Revolving loans
0,270000.0,684706.5,33070.5,612000.0,0.035792,-17267,-1782,M,Y,Cash loans
0,67500.0,526491.0,17527.5,454500.0,0.006207,-19637,-12485,F,N,Cash loans
0,112500.0,1350000.0,39604.5,1350000.0,0.005144,-11581,-2054,F,N,Cash loans
0,225000.0,490495.5,47911.5,454500.0,0.020713,-18016,-3102,F,Y,Cash loans
0,135000.0,545040.0,26640.0,450000.0,0.00963,-11891,-890,M,N,Cash loans
0,36000.0,450000.0,16965.0,450000.0,0.0066709999999999,-11761,-3671,F,N,Cash loans
0,180000.0,497520.0,39438.0,450000.0,0.010966,-9545,-385,F,Y,Cash loans
0,135000.0,203760.0,22072.5,180000.0,0.007114,-11862,-1158,M,Y,Cash loans
0,157500.0,840996.0,24588.0,702000.0,0.035792,-19293,-6181,F,Y,Cash loans
0,90000.0,349258.5,17829.0,301500.0,0.031329,-21491,365243,F,N,Cash loans
0,157500.0,308461.5,15799.5,279000.0,0.0096569999999999,-17253,-324,F,N,Cash loans
0,144000.0,582804.0,29884.5,463500.0,0.00496,-19646,-2059,M,N,Cash loans
0,135000.0,199080.0,14557.5,157500.0,0.025164,-11118,-452,M,Y,Cash loans
0,157500.0,450000.0,35685.0,450000.0,0.018801,-11874,-187,F,N,Cash loans
0,157500.0,450000.0,30204.0,450000.0,0.018209,-11033,-603,M,Y,Cash loans
0,193500.0,805536.0,35613.0,720000.0,0.010147,-23473,365243,F,N,Cash loans
0,112500.0,225000.0,11250.0,225000.0,0.0105,-10071,-181,F,Y,Revolving loans
0,675000.0,1350000.0,67500.0,1350000.0,0.072508,-22680,365243,M,Y,Revolving loans
0,90000.0,536917.5,19413.0,463500.0,0.010966,-21038,-1376,M,N,Cash loans
0,94500.0,148500.0,8059.5,148500.0,0.02461,-21604,-2727,F,N,Cash loans
0,168750.0,450000.0,16164.0,450000.0,0.00963,-22171,365243,F,N,Cash loans
0,220500.0,641529.0,20826.0,535500.0,0.005144,-15776,-2922,F,N,Cash loans
0,67500.0,98910.0,7524.0,90000.0,0.00712,-21823,365243,F,N,Cash loans
0,225000.0,720000.0,36760.5,720000.0,0.015221,-10665,-1854,M,Y,Cash loans
0,382500.0,1800000.0,62568.0,1800000.0,0.0196889999999999,-16300,-3146,M,N,Cash loans
0,135000.0,675000.0,33750.0,675000.0,0.025164,-22156,365243,F,N,Revolving loans
0,67500.0,282690.0,12105.0,202500.0,0.010147,-16990,-1077,F,N,Cash loans
0,225000.0,971280.0,54364.5,900000.0,0.030755,-11489,-2715,F,N,Cash loans
0,180000.0,536917.5,16407.0,463500.0,0.00963,-18988,365243,F,N,Cash loans
0,157500.0,510853.5,24705.0,441000.0,0.018634,-23385,365243,F,N,Cash loans
0,90000.0,270000.0,13500.0,270000.0,0.011703,-20571,365243,F,N,Revolving loans
0,292500.0,1258650.0,53455.5,1125000.0,0.018634,-18906,-108,M,Y,Cash loans
0,382500.0,675000.0,53329.5,675000.0,0.010006,-11864,-1748,M,Y,Cash loans
0,90000.0,135000.0,9598.5,135000.0,0.007114,-20995,365243,M,N,Cash loans
0,180000.0,285453.0,15484.5,193500.0,0.010032,-16776,-1476,F,Y,Cash loans
0,112500.0,538704.0,26046.0,481500.0,0.009334,-9653,-1254,M,Y,Cash loans
0,112500.0,450000.0,17095.5,450000.0,0.0145199999999999,-19019,-4335,F,N,Cash loans
0,171000.0,755190.0,33264.0,675000.0,0.018029,-21537,-764,F,N,Cash loans
0,180000.0,270000.0,13500.0,270000.0,0.0035409999999999,-13969,-1242,F,N,Revolving loans
0,180000.0,755190.0,29947.5,675000.0,0.072508,-20233,365243,F,N,Cash loans
0,200250.0,1125000.0,47664.0,1125000.0,0.026392,-21632,-13447,M,N,Cash loans
0,112500.0,679500.0,26442.0,679500.0,0.006852,-20312,365243,M,Y,Cash loans
0,180000.0,1082214.0,31770.0,945000.0,0.022625,-23340,-2438,M,Y,Cash loans
0,157500.0,738945.0,31306.5,738945.0,0.0105,-19336,-8419,F,Y,Cash loans
0,144000.0,225000.0,16371.0,225000.0,0.030755,-14521,-3516,F,N,Cash loans
0,553500.0,2250000.0,59485.5,2250000.0,0.018209,-15131,-1896,M,Y,Cash loans
0,135000.0,314100.0,16164.0,225000.0,0.00712,-16224,-2006,M,N,Cash loans
0,135000.0,491031.0,36841.5,463500.0,0.030755,-12464,-1143,M,Y,Cash loans
0,216000.0,840996.0,29925.0,702000.0,0.00712,-17936,-575,M,Y,Cash loans
0,112500.0,292500.0,15997.5,292500.0,0.0145199999999999,-16116,-2089,M,N,Cash loans
0,180000.0,787131.0,26145.0,679500.0,0.008019,-23550,365243,F,N,Cash loans
0,67500.0,71316.0,4770.0,63000.0,0.018209,-19047,-3682,F,N,Cash loans
0,90000.0,269550.0,21739.5,225000.0,0.035792,-11573,-1540,M,Y,Cash loans
0,157500.0,643500.0,18571.5,643500.0,0.026392,-10347,-678,M,Y,Cash loans
0,157500.0,395766.0,20205.0,283500.0,0.04622,-15693,-2966,F,Y,Cash loans
0,108000.0,852088.5,33921.0,688500.0,0.01885,-21376,365243,F,N,Cash loans
0,90000.0,495000.0,21100.5,495000.0,0.018209,-20152,365243,F,N,Cash loans
0,157500.0,314100.0,16573.5,225000.0,0.005144,-11403,-2363,M,Y,Cash loans
0,90000.0,900000.0,26446.5,900000.0,0.018029,-13919,-2222,F,N,Cash loans
0,112500.0,366768.0,29106.0,324000.0,0.016612,-10294,-272,F,N,Cash loans
0,90000.0,450000.0,20979.0,450000.0,0.032561,-17148,-699,F,N,Cash loans
0,112500.0,640080.0,31261.5,450000.0,0.006852,-15528,-1968,M,Y,Cash loans
0,90000.0,156384.0,16969.5,135000.0,0.035792,-12052,-159,M,N,Cash loans
0,126000.0,450000.0,24543.0,450000.0,0.015221,-21457,-1646,M,Y,Cash loans
0,171000.0,487971.0,49378.5,463500.0,0.01885,-18101,-3015,F,N,Cash loans
0,135000.0,592560.0,26230.5,450000.0,0.022625,-11576,-1397,M,N,Cash loans
0,315000.0,953460.0,64107.0,900000.0,0.019101,-15342,-452,F,N,Cash loans
0,180000.0,180000.0,9000.0,180000.0,0.031329,-8406,-291,F,N,Revolving loans
0,135000.0,521280.0,28408.5,450000.0,0.0084739999999999,-14666,-1476,M,N,Cash loans
0,180000.0,254700.0,26743.5,225000.0,0.0116569999999999,-10824,-1655,M,Y,Cash loans
0,166500.0,450000.0,44509.5,450000.0,0.00733,-20823,-2563,F,N,Cash loans
0,270000.0,942300.0,34749.0,675000.0,0.04622,-20091,-223,F,N,Cash loans
0,135000.0,337500.0,16875.0,337500.0,0.014464,-19360,365243,F,N,Revolving loans
0,81000.0,477000.0,14076.0,477000.0,0.028663,-15012,-7924,F,Y,Cash loans
0,112500.0,547344.0,23319.0,472500.0,0.020246,-19454,-3619,F,Y,Cash loans
0,180000.0,1288350.0,37800.0,1125000.0,0.006233,-13322,-321,F,N,Cash loans
0,135000.0,135000.0,6750.0,135000.0,0.00823,-13701,-474,F,N,Revolving loans
0,112500.0,328500.0,17964.0,328500.0,0.0145199999999999,-23654,365243,F,N,Cash loans
0,135000.0,252000.0,19908.0,252000.0,0.0088659999999999,-9959,-988,F,N,Cash loans
0,126000.0,675000.0,24376.5,675000.0,0.0145199999999999,-17390,-1313,F,N,Cash loans
0,135000.0,675000.0,36643.5,675000.0,0.028663,-19774,-442,F,Y,Cash loans
0,112500.0,1125000.0,33025.5,1125000.0,0.018209,-21174,365243,F,N,Cash loans
0,225000.0,1125000.0,32895.0,1125000.0,0.022625,-21779,365243,M,Y,Cash loans
0,315000.0,170640.0,9922.5,135000.0,0.028663,-10093,-373,M,Y,Cash loans
0,180000.0,397881.0,26716.5,328500.0,0.006629,-10474,-1808,F,Y,Cash loans
0,202500.0,1561500.0,63729.0,1561500.0,0.011703,-9771,-2596,M,Y,Cash loans
0,315000.0,578979.0,49693.5,517500.0,0.04622,-12456,-913,M,Y,Cash loans
0,103500.0,634500.0,35428.5,634500.0,0.010276,-23162,365243,M,N,Cash loans
0,247500.0,364500.0,28926.0,364500.0,0.006852,-10288,-1702,F,N,Cash loans
0,405000.0,900000.0,45000.0,900000.0,0.011703,-20450,-3,M,N,Revolving loans
0,90000.0,135000.0,6750.0,135000.0,0.016612,-8013,-153,F,N,Revolving loans
0,270000.0,360000.0,13711.5,360000.0,0.011703,-11271,-800,M,Y,Cash loans
0,180000.0,384048.0,18810.0,270000.0,0.032561,-15586,-5215,M,N,Cash loans
0,90000.0,1086786.0,35190.0,778500.0,0.031329,-11842,-2144,F,Y,Cash loans
0,112500.0,900000.0,26446.5,900000.0,0.028663,-14192,-3178,F,N,Cash loans
0,103500.0,1293502.5,37948.5,1129500.0,0.031329,-17029,-1046,M,N,Cash loans
0,121500.0,315000.0,25015.5,315000.0,0.018209,-9978,-1838,M,N,Cash loans
0,270000.0,1325475.0,56290.5,1125000.0,0.035792,-21842,-4611,F,Y,Cash loans
0,157500.0,440784.0,32071.5,360000.0,0.018801,-11098,-1804,F,N,Cash loans
0,810000.0,503266.5,52978.5,463500.0,0.025164,-16061,-2663,F,Y,Cash loans
0,247500.0,900000.0,57519.0,900000.0,0.009334,-9499,-485,F,Y,Cash loans
0,81000.0,157500.0,11457.0,157500.0,0.015221,-11978,-2780,F,N,Cash loans
0,90000.0,302341.5,13446.0,261000.0,0.019101,-23726,365243,F,N,Cash loans
0,148500.0,746280.0,44568.0,675000.0,0.016612,-15291,-3779,F,Y,Cash loans
0,56250.0,91692.0,9063.0,81000.0,0.020713,-24576,365243,F,N,Cash loans
0,112500.0,337500.0,16875.0,337500.0,0.0145199999999999,-17830,-8015,M,Y,Revolving loans
0,382500.0,654736.5,63913.5,603000.0,0.04622,-11579,-1161,F,N,Cash loans
0,135000.0,678456.0,18787.5,486000.0,0.014464,-17308,-376,F,N,Cash loans
0,117000.0,540000.0,39294.0,540000.0,0.00733,-19742,-3136,F,N,Cash loans
0,157500.0,263686.5,27976.5,238500.0,0.04622,-10943,-563,F,N,Cash loans
0,360000.0,841500.0,42966.0,841500.0,0.010006,-13015,-1071,M,Y,Cash loans
0,202500.0,1762110.0,48456.0,1575000.0,0.032561,-19528,-5175,M,Y,Cash loans
0,135000.0,450000.0,21888.0,450000.0,0.020713,-10649,-2004,F,N,Cash loans
0,180000.0,1018930.5,62334.0,963000.0,0.010147,-8833,-682,M,Y,Cash loans
0,153000.0,225000.0,12334.5,225000.0,0.026392,-9334,-401,F,Y,Cash loans
0,225000.0,1002870.0,42619.5,922500.0,0.02461,-17065,-3884,M,N,Cash loans
0,202500.0,1288350.0,41562.0,1125000.0,0.04622,-18097,-2099,F,N,Cash loans
0,315000.0,319500.0,12172.5,319500.0,0.018209,-19597,-1320,M,Y,Cash loans
0,225000.0,1762110.0,48586.5,1575000.0,0.018801,-13310,-1046,M,Y,Cash loans
0,261000.0,288873.0,18936.0,238500.0,0.006629,-17731,-5827,F,N,Cash loans
0,81000.0,418500.0,15907.5,418500.0,0.030755,-19169,-4098,F,N,Cash loans
0,315000.0,1483231.5,45099.0,1354500.0,0.020713,-21797,-1538,M,Y,Cash loans
0,202500.0,649462.5,28606.5,580500.0,0.01885,-23773,365243,M,N,Cash loans
0,112500.0,343800.0,16155.0,225000.0,0.035792,-19372,-1387,M,Y,Cash loans
0,157500.0,219042.0,12703.5,193500.0,0.001417,-23991,365243,F,N,Cash loans
0,207000.0,728460.0,38938.5,675000.0,0.00963,-22299,365243,F,N,Cash loans
0,76500.0,91692.0,9859.5,81000.0,0.010006,-17835,365243,M,Y,Cash loans
0,112500.0,343800.0,13090.5,225000.0,0.008019,-21935,365243,F,N,Cash loans
0,99000.0,313438.5,20160.0,283500.0,0.035792,-9559,-1201,F,N,Cash loans
0,90000.0,227520.0,8172.0,180000.0,0.035792,-23044,365243,F,N,Cash loans
0,360000.0,592560.0,31153.5,450000.0,0.072508,-10334,-1253,M,N,Cash loans
0,180000.0,225000.0,22383.0,225000.0,0.020713,-13683,-4074,F,N,Cash loans
0,135000.0,540000.0,23008.5,540000.0,0.028663,-23044,365243,F,N,Cash loans
0,337500.0,323460.0,24313.5,270000.0,0.04622,-12757,-2576,M,Y,Cash loans
0,157500.0,533304.0,20997.0,405000.0,0.02461,-10798,-107,M,Y,Cash loans
0,225000.0,1096020.0,59589.0,900000.0,0.025164,-10308,-1395,M,N,Cash loans
0,99000.0,687600.0,18265.5,450000.0,0.0228,-13609,-456,F,Y,Cash loans
0,112500.0,545040.0,26640.0,450000.0,0.025164,-14731,-834,F,N,Cash loans
0,135000.0,247500.0,12375.0,247500.0,0.0228,-12740,-1411,F,N,Revolving loans
0,270000.0,810000.0,32251.5,810000.0,0.015221,-12903,-3782,F,Y,Cash loans
0,225000.0,450000.0,22500.0,450000.0,0.0228,-14293,-448,F,Y,Revolving loans
